74,AP ARQ. LOPEZ OTERO,78922,2018-01-04 03:00,9,0,0,9,9,3.1A,618.58
75,AP ARQ. LOPEZ OTERO,78922,2018-01-04 04:00,8,0,0,8,8,3.1A,618.58
180,AP ARQ. LOPEZ OTERO,78922,2018-01-08 13:00,3,0,0,3,3,3.1A,618.58
740,AP ARQ. LOPEZ OTERO,78922,2018-01-31 21:00,9,0,0,9,9,3.1A,618.58
605,AP ARQ. LOPEZ OTERO,78922,2018-01-26 06:00,8,0,0,8,8,3.1A,618.58
501,AP ARQ. LOPEZ OTERO,78922,2018-01-21 22:00,4,0,0,4,4,3.1A,618.58
502,AP ARQ. LOPEZ OTERO,78922,2018-01-21 23:00,3,0,0,3,3,3.1A,618.58
503,AP ARQ. LOPEZ OTERO,78922,2018-01-22 00:00,4,0,0,4,4,3.1A,618.58
504,AP ARQ. LOPEZ OTERO,78922,2018-01-22 01:00,7,0,0,7,7,3.1A,618.58
505,AP ARQ. LOPEZ OTERO,78922,2018-01-22 02:00,8,0,0,8,8,3.1A,618.58
506,AP ARQ. LOPEZ OTERO,78922,2018-01-22 03:00,8,0,0,8,8,3.1A,618.58
507,AP ARQ. LOPEZ OTERO,78922,2018-01-22 04:00,9,0,0,9,9,3.1A,618.58
561,AP ARQ. LOPEZ OTERO,78922,2018-01-24 10:00,4,0,0,4,4,3.1A,618.58
339,AP ARQ. LOPEZ OTERO,78922,2018-01-15 04:00,9,0,0,9,9,3.1A,618.58
311,AP ARQ. LOPEZ OTERO,78922,2018-01-14 00:00,3,0,0,3,3,3.1A,618.58
880,AP ARQ. LOPEZ OTERO,78922,2018-02-06 17:00,4,0,0,4,4,3.1A,578.97
117,AP ARQ. LOPEZ OTERO,78922,2018-01-05 22:00,9,0,0,9,9,3.1A,618.58
828,AP ARQ. LOPEZ OTERO,78922,2018-02-04 13:00,8,0,0,8,8,3.1A,578.97
177,AP ARQ. LOPEZ OTERO,78922,2018-01-08 10:00,3,0,0,3,3,3.1A,618.58
152,AP ARQ. LOPEZ OTERO,78922,2018-01-07 09:00,8,0,0,8,8,3.1A,618.58
643,AP ARQ. LOPEZ OTERO,78922,2018-01-27 20:00,4,0,0,4,4,3.1A,618.58
219,AP ARQ. LOPEZ OTERO,78922,2018-01-10 04:00,9,0,0,9,9,3.1A,618.58
220,AP ARQ. LOPEZ OTERO,78922,2018-01-10 05:00,9,0,0,9,9,3.1A,618.58
656,AP ARQ. LOPEZ OTERO,78922,2018-01-28 09:00,8,0,0,8,8,3.1A,618.58
888,AP ARQ. LOPEZ OTERO,78922,2018-02-07 01:00,9,0,0,9,9,3.1A,578.97
808,AP ARQ. LOPEZ OTERO,78922,2018-02-03 17:00,9,0,0,9,9,3.1A,578.97
760,AP ARQ. LOPEZ OTERO,78922,2018-02-01 17:00,4,0,0,4,4,3.1A,578.97
237,AP ARQ. LOPEZ OTERO,78922,2018-01-10 22:00,8,0,0,8,8,3.1A,618.58
584,AP ARQ. LOPEZ OTERO,78922,2018-01-25 09:00,3,0,0,3,3,3.1A,618.58
189,AP ARQ. LOPEZ OTERO,78922,2018-01-08 22:00,9,0,0,9,9,3.1A,618.58
403,AP ARQ. LOPEZ OTERO,78922,2018-01-17 20:00,9,0,0,9,9,3.1A,618.58
205,AP ARQ. LOPEZ OTERO,78922,2018-01-09 14:00,4,0,0,4,4,3.1A,618.58
477,AP ARQ. LOPEZ OTERO,78922,2018-01-20 22:00,4,0,0,4,4,3.1A,618.58
721,AP ARQ. LOPEZ OTERO,78922,2018-01-31 02:00,9,0,0,9,9,3.1A,618.58
706,AP ARQ. LOPEZ OTERO,78922,2018-01-30 11:00,4,0,0,4,4,3.1A,618.58
662,AP ARQ. LOPEZ OTERO,78922,2018-01-28 15:00,9,0,0,9,9,3.1A,618.58
324,AP ARQ. LOPEZ OTERO,78922,2018-01-14 13:00,8,0,0,8,8,3.1A,618.58
296,AP ARQ. LOPEZ OTERO,78922,2018-01-13 09:00,8,0,0,8,8,3.1A,618.58
847,AP ARQ. LOPEZ OTERO,78922,2018-02-05 08:00,8,0,0,8,8,3.1A,578.97
660,AP ARQ. LOPEZ OTERO,78922,2018-01-28 13:00,8,0,0,8,8,3.1A,618.58
295,AP ARQ. LOPEZ OTERO,78922,2018-01-13 08:00,8,0,0,8,8,3.1A,618.58
459,AP ARQ. LOPEZ OTERO,78922,2018-01-20 04:00,8,0,0,8,8,3.1A,618.58
622,AP ARQ. LOPEZ OTERO,78922,2018-01-26 23:00,8,0,0,8,8,3.1A,618.58
703,AP ARQ. LOPEZ OTERO,78922,2018-01-30 08:00,8,0,0,8,8,3.1A,618.58
860,AP ARQ. LOPEZ OTERO,78922,2018-02-05 21:00,8,0,0,8,8,3.1A,578.97
440,AP ARQ. LOPEZ OTERO,78922,2018-01-19 09:00,3,0,0,3,3,3.1A,618.58
297,AP ARQ. LOPEZ OTERO,78922,2018-01-13 10:00,8,0,0,8,8,3.1A,618.58
227,AP ARQ. LOPEZ OTERO,78922,2018-01-10 12:00,4,0,0,4,4,3.1A,618.58
129,AP ARQ. LOPEZ OTERO,78922,2018-01-06 10:00,8,0,0,8,8,3.1A,618.58
384,AP ARQ. LOPEZ OTERO,78922,2018-01-17 01:00,9,0,0,9,9,3.1A,618.58
28,AP ARQ. LOPEZ OTERO,78922,2018-01-02 05:00,9,0,0,9,9,3.1A,618.58
319,AP ARQ. LOPEZ OTERO,78922,2018-01-14 08:00,8,0,0,8,8,3.1A,618.58
792,AP ARQ. LOPEZ OTERO,78922,2018-02-03 01:00,9,0,0,9,9,3.1A,578.97
570,AP ARQ. LOPEZ OTERO,78922,2018-01-24 19:00,9,0,0,9,9,3.1A,618.58
405,AP ARQ. LOPEZ OTERO,78922,2018-01-17 22:00,8,0,0,8,8,3.1A,618.58
874,AP ARQ. LOPEZ OTERO,78922,2018-02-06 11:00,4,0,0,4,4,3.1A,578.97
746,AP ARQ. LOPEZ OTERO,78922,2018-02-01 03:00,9,0,0,9,9,3.1A,578.97
705,AP ARQ. LOPEZ OTERO,78922,2018-01-30 10:00,4,0,0,4,4,3.1A,618.58
697,AP ARQ. LOPEZ OTERO,78922,2018-01-30 02:00,9,0,0,9,9,3.1A,618.58
240,AP ARQ. LOPEZ OTERO,78922,2018-01-11 01:00,8,0,0,8,8,3.1A,618.58
423,AP ARQ. LOPEZ OTERO,78922,2018-01-18 16:00,4,0,0,4,4,3.1A,618.58
41,AP ARQ. LOPEZ OTERO,78922,2018-01-02 18:00,7,0,0,7,7,3.1A,618.58
783,AP ARQ. LOPEZ OTERO,78922,2018-02-02 16:00,4,0,0,4,4,3.1A,578.97
97,AP ARQ. LOPEZ OTERO,78922,2018-01-05 02:00,8,0,0,8,8,3.1A,618.58
627,AP ARQ. LOPEZ OTERO,78922,2018-01-27 04:00,8,0,0,8,8,3.1A,618.58
379,AP ARQ. LOPEZ OTERO,78922,2018-01-16 20:00,9,0,0,9,9,3.1A,618.58
711,AP ARQ. LOPEZ OTERO,78922,2018-01-30 16:00,4,0,0,4,4,3.1A,618.58
